0.0000000000,-0.0215208922,-0.0474404804,-0.0041718469,-0.0057051042,-0.0133215301,-0.0254949424
0.0099389553,-0.0202621613,-0.038418185,-0.0071625696,-0.0027418053,0.0088005504,-0.0541532189
0.0199429989,-0.022747973,-0.0272574537,-0.0041189776,0.0045358147,0.026757447,-0.0764438808
0.0301949978,-0.0202077422,-0.0188661925,-0.0066449032,0.035281904,0.0449650809,-0.0923737064
0.0402669907,-0.0127326641,-0.0113641722,-0.0108268242,0.0629980862,0.0483894348,-0.0923780352
0.0503319502,-0.0121053252,0.0039002197,-0.0158396345,0.0736065209,0.0548625141,-0.090253897
0.0603979826,-0.0115302596,0.0084875124,-0.0149198752,0.0703230053,0.0633428246,-0.0870629027
0.0730220079,-0.0129454527,0.0101591842,-0.0081129652,0.0670901909,0.0665047914,-0.0859987065
0.0806039572,-0.0104813967,0.0118026631,-0.0023072346,0.0660221875,0.0665313601,-0.0806906819
0.0907399654,-0.0051190644,0.0104721086,0.0006072537,0.0681718886,0.0655513182,-0.0711355284
0.1009179354,-0.0037582309,0.0158435591,0.0073339357,0.060817197,0.0549938791,-0.0530884862
0.1107699871,0.0004195779,0.0211155303,0.013932826,0.0480931439,0.0475450158,-0.039285589
0.1208229065,0.0035178273,0.0204307921,0.0213397164,0.0171768554,0.0452490374,-0.0244130995
0.1309700012,0.0055826516,0.0128216641,0.0217058677,-0.0083665876,0.0387077816,-0.0169772878
0.1409429312,0.0056593628,0.008049001,0.0208714027,-0.0178183336,0.0237900186,-0.0137963425
0.1510059834,0.0066958279,0.0148944752,0.0198354144,-0.036892958,0.0109663662,-0.0021181148
0.1611639261,0.0144738164,0.0216223486,0.02062154,-0.0508326367,0.0183406584,0.0085078981
0.1712619066,0.0075033517,0.0188375004,0.0182942171,-0.0593387708,0.0150692314,0.0063848253
0.18126297,-0.0018449217,0.0168530233,0.0061289086,-0.0614364669,0.0119299646,0.0159399156
0.1912739277,-0.0144458208,0.0204354413,-0.0029557927,-0.0657582432,0.0171976965,0.0159436427
0.2014209032,-0.0156155024,0.0130906003,-0.0061134682,-0.0647527426,0.0236077942,0.0212554503
0.211460948,-0.0090670977,0.010661711,-0.0051112757,-0.0476552472,0.021662619,0.0254973341
0.221560955,-0.0001161486,0.0048482912,-0.0071570859,-0.0272611566,0.0101752747,0.0265485514
0.2315859795,0.002328357,0.0003897445,-0.0107419472,0.004860295,-0.0001412793,0.0286588389
0.2416909933,-0.0008869559,0.002001931,-0.0112099033,0.0413225107,-0.017875202,0.0265170578
0.2517290115,-0.0008305699,-0.0048517687,-0.0196375232,0.0600655749,-0.0734652281,0.1008104682
0.26177001,0.0155852642,-0.0176490061,-0.0191826206,0.0746944547,-0.340419203,0.4744256735
0.2718340158,0.0355783328,-0.0257839076,-0.0024633391,0.0994770303,-0.3682894707,0.3979559243
0.2819389105,-0.0443603173,-0.0380540602,0.0009209529,0.0428620316,-0.0645371154,0.0286178943
0.2919889688,-0.0599399582,-0.0515596382,-0.0015814288,0.0203753654,0.0451499708,-0.0435239449
0.3020849228,0.0048629851,-0.0454290621,-0.0035489781,0.0203860179,0.0441387668,-0.036093194
0.3121949434,-0.0174394045,-0.0442044847,-0.0076380358,0.0192491133,0.0504193008,-0.0477695577
0.3222699165,-0.0152312908,-0.0389862172,-0.0029695018,0.0074976236,0.0513288379,-0.0551982448
0.3323889971,-0.0148365889,-0.0384791009,-0.0019040093,0.0001092153,0.0427270904,-0.0626332536
0.3423739672,-0.0047712713,-0.0351479165,0.0039426698,-0.0018762238,0.0278402884,-0.0647635236
0.3524229527,-0.005658546,-0.030200135,0.0030235664,0.0207518563,0.0056857173,-0.0753983259
0.3625489473,-0.0031839998,-0.0288038962,-0.011861084,0.0305256583,-0.0111919325,-0.0732863024
0.372551918,-0.003304282,-0.0182390325,-0.01779419,0.0314963795,-0.0016405056,-0.074343577
0.3826159239,-0.0139259491,-0.0141621334,-0.0157214981,0.0014538188,0.0139648858,-0.0817605481
0.3926899433,-0.0241507087,-0.0193892829,-0.0145428162,-0.0297198128,0.0359340981,-0.0881124511
0.402758956,-0.0237765107,-0.0267943852,-0.0223047715,-0.0448023304,0.0495341308,-0.0976578146
0.4128559828,-0.0204891358,-0.0216151588,-0.0358483791,-0.0331826955,0.0612869263,-0.1008402929
0.4228879213,-0.0174653921,-0.0060080392,-0.0503978133,-0.0247664396,0.0729982406,-0.1061459109
0.4329639673,-0.0184614453,0.0017943876,-0.0521560311,-0.0366923437,0.0908496827,-0.1188755557
0.44303298,-0.0262908135,-0.001000355,-0.051420033,-0.0711962804,0.125466451,-0.1337135583
0.4531649351,-0.0342142358,-0.00485761,-0.0506000519,-0.1324087828,0.1630966514,-0.1389882118
0.4634879827,-0.0439833775,-0.0066657765,-0.050101459,-0.2054342479,0.2080513388,-0.1442562193
0.4732439518,-0.0584270135,0.0013823407,-0.0566680431,-0.2808198035,0.276440233,-0.1325231194
0.4833109379,-0.0738770142,0.0327551849,-0.0697904825,-0.3241661191,0.3418356478,-0.1346029192
0.4934699535,-0.0895957127,0.0716064498,-0.0883308649,-0.3246183395,0.3875349462,-0.122900188
0.5036969185,-0.0861109868,0.1169297621,-0.1110913754,-0.2641978562,0.4295700192,-0.1037821546
0.5135149956,-0.0769573823,0.1707821339,-0.1488206983,-0.1640880406,0.4518324435,-0.0783132836
0.5235629082,-0.062099196,0.213931188,-0.1751167774,-0.0445223525,0.4498800039,-0.0496757142
0.5337029696,-0.0436673537,0.2334136218,-0.2088958025,0.0044553075,0.464468807,0.0065944828
0.5439599752,-0.0305928383,0.2429430336,-0.207244873,-0.0002411501,0.5092144012,0.0405964591
0.5537759066,-0.0481503978,0.2416131347,-0.1898264885,-0.0147077069,0.5697435141,0.0671753436
0.5637710094,-0.0650399104,0.2526077628,-0.1865785122,-0.0196830779,0.6421470046,0.1118065864
0.5739569664,-0.0618234053,0.2826963067,-0.1760796905,-0.022266876,0.6902612448,0.1712920219
0.5842089653,-0.0533322468,0.3016124368,-0.158526063,-0.0331863686,0.719327569,0.2498824298
0.5940499306,-0.0405770317,0.3101477623,-0.1486404538,-0.0439583249,0.7347185016,0.3465165496
0.6041029692,-0.0218242798,0.3178624511,-0.1398013234,-0.0879487395,0.7648410797,0.4686492682
0.6141699553,-0.0088755284,0.3052671552,-0.1281247139,-0.1706524044,0.8231432438,0.5706320405
0.6245160103,-0.0301638637,0.2851113081,-0.0894634724,-0.2623733878,0.9302589297,0.6853843331
0.6344269514,-0.0592636243,0.2912619114,-0.074849546,-0.299695462,1.0387736559,0.7788863182
0.6443769932,-0.0941422358,0.3035702109,-0.0560822487,-0.3165024817,1.1242140532,0.8861743808
0.6544809341,-0.0967388526,0.3141025305,-0.0601183176,-0.3366519511,1.2233635187,0.9849762917
0.6647210121,-0.0923806801,0.3290961981,-0.0453954339,-0.3509892225,1.2735235691,1.0487143993
0.6746119261,-0.0897226706,0.3271525502,-0.0277185421,-0.373757422,1.3130488396,1.1198804379
0.6846379042,-0.0758649483,0.3412314057,-0.0569477081,-0.3907123506,1.3037052155,1.1740305424
0.694742918,-0.076369442,0.338537991,-0.0603927374,-0.4225115478,1.2858247757,1.2409230471
0.7050019503,-0.0677433386,0.3384734988,-0.0583692789,-0.4514121413,1.2975894213,1.2940269709
0.7149269581,-0.0654908195,0.294349134,-0.0744450092,-0.5484883785,1.2959641218,1.3375846148
0.7249149084,-0.0689011589,0.2431858033,-0.0389721394,-0.6649743319,1.3155647516,1.4077020884
0.7350670099,-0.060222365,0.2070661634,-0.0337237716,-0.7447980046,1.2972164154,1.467173934
0.7452830076,-0.0598466769,0.172658667,-0.0429087281,-0.7399637103,1.2434405088,1.5128030777
0.7551729679,-0.0782332793,0.1587795466,-0.0680275559,-0.6334529519,1.1584496498,1.5169807673
0.7651950121,-0.1153605953,0.1560370177,-0.0829862952,-0.4652283788,1.0932283401,1.5413275957
0.7752619982,-0.1411764473,0.1587149352,-0.0635355115,-0.2808835506,1.1225377321,1.5582841635
0.7856129408,-0.178203389,0.1445532292,0.0078542251,-0.1621791422,1.2041982412,1.5551085472
0.7954089642,-0.1892202944,0.1299313754,0.1047940254,-0.059501227,1.2878260612,1.5498151779
0.8054540157,-0.1793927997,0.0933987424,0.1095137,0.0756381676,1.3224159479,1.4659149647
0.8156129122,-0.1874314696,0.0088670151,0.0351953506,0.1783728004,1.2899004221,1.3862377405
0.8258769512,-0.1627994031,-0.0300794356,0.005073668,0.2550597489,1.1969081163,1.3426398039
0.8357030153,-0.1260861903,-0.0402120464,0.0117517132,0.2915378809,1.0696943998,1.3117748499
0.8460409641,-0.1009726301,-0.0197408311,0.0607514381,0.2987001836,0.9933109879,1.3043010235
0.8558679819,-0.0866175666,0.0167067535,0.1388841867,0.3756948411,0.9768883586,1.2862226963
0.8661029339,-0.1005269364,0.0401279218,0.1966629624,0.5795102715,0.9785641432,1.2702454329
0.8759759665,-0.1094086245,0.0573890693,0.1882866025,0.860429287,0.9544628263,1.265914917
0.8860129118,-0.1232527569,0.0668250248,0.1635778546,1.1184281111,0.87736094,1.3008518219
0.8961129189,-0.1374439746,0.078102462,0.1552061439,1.3630223274,0.7547031641,1.364436388
0.9063829184,-0.1258323938,0.1116024181,0.1832829118,1.5333009958,0.5968238115,1.4959765673
0.9162269831,-0.0975915864,0.1784966439,0.2234634757,1.5857956409,0.4782710373,1.6328760386
0.9263169765,-0.0857831314,0.1950511783,0.2682525516,1.5536869764,0.3862775266,1.7252143621
0.9363769293,-0.1097708717,0.2223151773,0.3052366972,1.4939546585,0.2824187875,1.8249868155
0.9466530085,-0.1078611091,0.278595984,0.3090638518,1.3993039131,0.1508798003,1.9576711655
0.9565010071,-0.094024606,0.3150559664,0.2909989357,1.2524760962,0.0083929542,2.108412981
0.9666439295,-0.0936535373,0.324911654,0.2809533477,1.1003476381,-0.1395883858,2.2368526459
0.9767299891,-0.1075165644,0.3472036719,0.2762690187,1.0164521933,-0.280692786,2.3525395393
0.987030983,-0.1276818514,0.3939880133,0.2748217583,1.0155951977,-0.4021051824,2.4480423927
0.9968760014,-0.1599827409,0.4110423326,0.2568538785,1.0315246582,-0.4946644008,2.5520484447
1.0069509745,-0.1850531101,0.3934541941,0.2397598028,0.9713124633,-0.5507920384,2.6497216225
1.0169759989,-0.2098170072,0.3536419272,0.2354846001,0.8241099715,-0.553681016,2.7293922901
1.027305007,-0.2362161577,0.3204619884,0.2355750203,0.6276195049,-0.538004458,2.7931580544
1.0371739864,-0.2582353055,0.2870284319,0.2272947431,0.4427819848,-0.5149438977,2.8346266747
1.0472239256,-0.2669516504,0.2631281614,0.1990728974,0.275123924,-0.5023366809,2.8771467209
1.0572999716,-0.2643574774,0.2577732205,0.1794497967,0.1598942727,-0.5030802488,2.9175240993
1.0675549507,-0.2689443827,0.2488944381,0.1708818078,0.11846558,-0.5201917887,2.9525659084
1.077436924,-0.2776224315,0.2495001405,0.1576154828,0.1775155813,-0.5534096956,2.9865119457
1.0874859095,-0.2863924503,0.2452885956,0.1218141317,0.2577786744,-0.5725659132,3.0332019329
1.0975159407,-0.294634074,0.2333559245,0.0915071368,0.2759571671,-0.5719227195,3.1075236797
1.1079030037,-0.3083408773,0.2077082843,0.0884925127,0.2395503521,-0.5570743084,3.1553215981
1.1177449226,-0.335051924,0.1974081248,0.0979532003,0.2286782712,-0.5357881784,3.1797561646
